contest,total.votes,year,city,office,state,council.manager,pres_pctD_08,pres_pctD_16,pres_pctD_20,month,incumbent,margin,pop.estimate,percent_men,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,turnout,log.pop,concurrent,gubernatorial,meanD,mayor,concurrent_pres,concurrent_mid,mayor_elec,same_months,has_mayor
541000_2020_11_little rock_AR_City Council_8 at-large_1,78605,2020,little rock city,City Council,Arkansas,1,0.43649422168759,0.693844715201188,0.708625316833159,11,1,36.82689969822223,151618,47.5,52.5,52.2,42.2,7.5,3.8,51.84410821934071,11.929119478651378,president,0,0.612988084573979,0,1,0,0,1,1
541000_2020_11_little rock_AR_City Council_9 at-large_1,78653,2020,little rock city,City Council,Arkansas,1,0.43649422168759,0.693844715201188,0.708625316833159,11,0,28.75603431920231,151618,47.5,52.5,52.2,42.2,7.5,3.8,51.87576672954398,11.929119478651378,president,0,0.612988084573979,0,1,0,0,1,1
550450_2020_12_north little rock_AR_Mayor_mayor_1,10653,2020,north little rock city,Mayor,Arkansas,0,0.636007084399959,0.601118037004057,0.63039963039963,12,0,7.143527644794894,49706,47.6,52.4,51.8,46.5,6.2,1.6,21.432020279241943,10.813880929144199,none,0,0.6225082506012153,1,0,0,1,NA,1
602252_2020_11_antioch_CA_Mayor_mayor_1,44539,2020,antioch city,Mayor,California,1,0.699933753852357,0.736044086982425,0.732662586411871,11,1,13.466720174281948,84506,47.7,52.3,49,25.6,34.5,14.4,52.70513336331148,11.344577816741625,president,0,0.722880142415551,1,1,0,1,1,1
622230_2020_11_el monte_CA_City Council_synthetic at-large a_2,40777,2020,el monte city,City Council,California,1,0.758067402326275,0.818789383234676,0.716352912937626,11,0,10.176687017345246,87756,50.5,49.5,37,1.2,63.3,31.1,46.466338483978305,11.382315515058952,president,0,0.764403232832859,0,1,0,0,1,1
622230_2020_11_el monte_CA_Mayor_mayor_1,26531,2020,el monte city,Mayor,California,1,0.758067402326275,0.818789383234676,0.716352912937626,11,1,11.843302523825487,87756,50.5,49.5,37,1.2,63.3,31.1,30.232690642235287,11.382315515058952,president,0,0.764403232832859,1,1,0,1,1,1
622678_2020_11_encinitas_CA_Mayor_mayor_1,38117,2020,encinitas city,Mayor,California,1,0.623877507534017,0.667748235887097,0.684101370833123,11,1,10.045386572920219,49646,49.7,50.3,92.1,1,15.9,6.9,76.77758530395198,10.812673102280236,president,0,0.6585757047514124,1,1,0,1,1,1
629504_2020_11_gilroy_CA_Mayor_mayor_1,23302,2020,gilroy city,Mayor,California,1,0.684926822596088,0.697460672833323,0.689423305118266,11,0,37.722083941292595,39409,48.5,51.5,76.8,2.5,57.6,14.3,59.12862544088914,10.581749495596627,president,0,0.690603600182559,1,1,0,1,1,1
636770_2020_11_irvine_CA_Mayor_mayor_1,118380,2020,irvine city,Mayor,California,1,0.584730367353906,0.656538031840611,0.657066910063331,11,1,13.697219361483008,211266,49.2,50.8,50.8,2.8,10.7,48,56.0336258555565,12.260873281996288,president,0,0.6327784364192827,1,1,0,1,0,1
646898_2020_11_merced_CA_Mayor_mayor_1,27236,2020,merced city,Mayor,California,1,0.582907380903701,0.6161478795205,0.619076503146561,11,0,45.811451588232295,59565,50,50,54.4,6.9,57.6,12.7,45.72483841181902,10.994823432233462,president,0,0.606043921190254,1,1,0,1,1,1
648354_2020_11_modesto_CA_Mayor_mayor_1,83733,2020,modesto city,Mayor,California,1,0.539128488285331,0.531079175447214,0.540530956714971,11,1,10.210858376224472,158061,49.1,50.9,76.5,6,40.7,9.5,52.97511720158673,11.970736313450328,president,0,0.5369128734825053,1,1,0,1,NA,1
650258_2020_11_napa_CA_Mayor_mayor_1,39613,2020,napa city,Mayor,California,1,0.680429502748306,0.69949544590787,0.71642210029348,11,0,45.93552799278809,60877,48.9,51.1,81.9,1.4,39.9,4.9,65.07055209685103,11.016610714054648,president,0,0.6987823496498854,1,1,0,1,1,1
652526_2020_3_norwalk_CA_City Council_synthetic at-large a_3,33954,2020,norwalk city,City Council,California,1,0.707017543859649,0.778230076780514,0.709035937269554,3,0,6.521076069053865,79835,50.2,49.8,42.9,6.2,67.8,14.5,42.53021857581261,11.287717283773802,none,0,0.7314278526365724,0,0,0,0,NA,0
655156_2020_11_palmdale_CA_Mayor_mayor_1,57417,2020,palmdale city,Mayor,California,1,0.62821910129854,0.661098228155886,0.64619527734901006,11,1,38.557752969251446,107421,49.2,50.8,49.9,14,61.6,5.3,53.450442650878315,11.584510972669518,president,0,0.6451708689344787,1,1,0,1,1,1
657456_2020_11_pittsburg_CA_City Council_synthetic at-large a_2,44345,2020,pittsburg city,City Council,California,1,0.785752688172043,0.809656900539707,0.780006978367062,11,1,7.124833997343957,54946,49.1,50.9,41.7,16.8,43.3,24.5,80.70651184799621,10.914106163733607,president,0,0.791805522359604,0,1,0,0,NA,0
658072_2020_11_pomona_CA_Mayor_mayor_1,45739,2020,pomona city,Mayor,California,1,0.758156578112889,0.784773993293241,0.72644059466765,11,1,40.25711254225578,113988,48.9,51.1,47.2,6.9,71.4,11.7,40.12615363020669,11.643848458678184,president,0,0.7564570553579267,1,1,0,1,NA,1
660466_2020_11_rialto_CA_City Council_synthetic at-large a_2,50843,2020,rialto city,City Council,California,1,0.736879714172291,0.774634680003126,0.718330405787609,11,1,11.16270762636185,75210,49.4,50.6,62.5,14.9,75.2,3.1,67.60138279484111,11.228039479820449,president,0,0.7432815999876753,0,1,0,0,1,1
660466_2020_11_rialto_CA_Mayor_mayor_1,33017,2020,rialto city,Mayor,California,1,0.736879714172291,0.774634680003126,0.718330405787609,11,1,23.530112350629242,75210,49.4,50.6,62.5,14.9,75.2,3.1,43.89974737401941,11.228039479820449,president,0,0.7432815999876753,1,1,0,1,1,1
669000_2020_11_santa ana_CA_Mayor_mayor_1,89205,2020,santa ana city,Mayor,California,1,0.670860602370927,0.779095358063302,0.698623179008343,11,0,21.02174805088223,248869,51.5,48.5,40.9,1.5,76,12.9,35.84415897520382,12.424681932587687,president,0,0.7161930464808574,1,1,0,1,NA,1
670000_2020_11_santa monica_CA_City Council_at-large b_3,32440,2020,santa monica city,City Council,California,1,0.82151151403229,0.848656084656085,0.829300077829463,11,0,100,77791,49.4,50.6,81,5.8,16.1,14.4,41.70148217660141,11.26178102224096,president,0,0.8331558921726128,0,1,0,0,NA,0
681554_2020_11_vacaville_CA_Mayor_mayor_1,51182,2020,vacaville city,Mayor,California,1,0.54727582292849,0.528973730090718,0.52874292086677,11,0,2.6743629168452094,77662,52.2,47.8,72.3,12.5,24.4,13.5,65.90353068424713,11.260121356237592,president,0,0.534997491295326,1,1,0,1,1,1
685292_2020_3_whittier_CA_Mayor_mayor_1,20758,2020,whittier city,Mayor,California,1,0.597963372276602,0.650529309527571,0.641721727472948,3,1,37.89105103036565,65306,48.3,51.7,56.1,1.9,65.8,6.6,31.785747098275806,11.086839194657571,none,0,0.6300714697590403,1,0,0,1,0,1
1230000_2021_11_hialeah_FL_Mayor_mayor_1,22155,2021,hialeah city,Mayor,Florida,0,0.359791444023446,0.498377928341755,0.327025900565645,11,0,46.35512971367737,186199,48.7,51.3,91.3,2.2,95.8,0.7,11.898560142643086,12.134571273241402,none,0,0.39506509097694864,1,0,0,1,NA,1
1245000_2021_11_miami_FL_Mayor_mayor_1,27330,2021,miami city,Mayor,Florida,1,0.608076882680391,0.705214823053742,0.596543778801843,11,1,74.30634431283465,366435,50.4,49.6,77.2,16.4,72.3,1.9,7.4583486839412165,12.811576431237452,none,0,0.6366118281786587,1,0,0,1,NA,1
1756640_2021_4_orland park_IL_Mayor_mayor_1,13805,2021,orland park village,Mayor,Illinois,1,0.471034088745001,0.447377442577991,0.4757333166552,4,1,2.5715320536037667,46507,50.8,49.2,89.1,4.1,8.6,5.7,29.683703528501088,10.747358117880204,none,0,0.464714949326064,1,0,0,1,NA,1
1938595_2021_11_iowa city_IA_City Council_at-large b_2,14771,2021,iowa city city,City Council,Iowa,1,0.659642147117296,0.783844406587166,0.808508929288602,11,0,9.91358225990543,63411,50,50,81.4,10,6.4,9.3,23.294065698380408,11.057392626952947,none,0,0.7506651609976879,0,0,0,0,0,1
1973335_2021_11_sioux city_IA_City Council_at-large 1_3,14370,2021,sioux city city,City Council,Iowa,1,0.477215560105294,0.44558093346574,0.474094141550965,11,0,3.1020220588235294,62508,50,50,85.7,7.1,20.9,4.1,22.989057400652715,11.043049827533192,none,0,0.465630211707333,0,0,0,0,1,1
2053775_2021_11_overland park_KS_Mayor_mayor_1,39773,2021,overland park city,Mayor,Kansas,1,0.462492182442589,0.503125971469034,0.561805226518934,11,0,1.7926734216679656,150904,49.8,50.2,84.1,6.4,6.9,9.7,26.35649154429306,11.924399152025561,none,0,0.5091411268101856,1,0,0,1,NA,1
2071000_2021_11_topeka_KS_Mayor_mayor_1,15342,2021,topeka city,Mayor,Kansas,1,0.550494174810888,0.553690226369603,0.587079755289892,11,0,22.343892582453396,97810,48.2,51.8,81.8,13.7,15.8,2.5,15.68551272875984,11.49078210028454,none,0,0.5637547188234611,1,0,0,1,NA,1
2208920_2021_3_bossier city_LA_Mayor_mayor_1,8226,2021,bossier city city,Mayor,Louisiana,0,0.353473322768093,0.392052384926494,0.448901797059357,3,1,12.399708242159008,48177,49.6,50.4,66.9,29.5,10.4,3.3,17.07453764244349,10.782637007729601,none,0,0.39814250158464803,1,0,0,1,NA,1
2537490_2021_11_lynn_MA_Mayor_mayor_1,12542,2021,lynn city,Mayor,Massachusetts,1,0.699292981548543,0.70417791898332,0.702881409068886,11,0,27.459735289427524,76237,49.8,50.2,58.4,19.5,41.8,6.4,16.451329406980864,11.241602188130999,none,0,0.7021174365335829,1,0,0,1,NA,1
2670040_2021_11_royal oak_MI_Mayor_mayor_1,14628,2021,royal oak city,Mayor,Michigan,1,0.623175471426515,0.625238476213921,0.667157280450332,11,1,27.536231884057973,49494,51,49,89.7,6.2,4.5,5.3,29.555097587586378,10.809606729088786,none,0,0.6385237426969227,1,0,0,1,NA,1
2674900_2021_11_southfield_MI_Mayor_mayor_1,15601,2021,southfield city,Mayor,Michigan,1,0.889890851173467,0.892974753018661,0.877868068833652,11,1,13.97987308505865,61218,46.3,53.7,29.4,72,1.7,2.2,25.48433467280865,11.02219654290336,none,0,0.8869112243419267,1,0,0,1,NA,1
2686000_2021_11_westland_MI_Mayor_mayor_1,12071,2021,westland city,Mayor,Michigan,0,0.659933627740469,0.587671348078379,0.598543834263534,11,1,44.213404026178445,66477,46.4,53.6,71.5,25.9,4.9,4.7,18.15815996510071,11.104611302157315,none,0,0.6153829366941274,1,0,0,1,NA,1
3915000_2021_11_cincinnati_OH_Mayor_mayor_1,52460,2021,cincinnati city,Mayor,Ohio,1,0.754824251682543,0.780373070026315,0.78724507944036,11,0,31.685093404498666,242557,48.4,51.6,54.8,43.5,4.4,3.2,21.62790601796691,12.39899201328578,none,0,0.7741474670497394,1,0,0,1,NA,1
4714000_2021_4_chattanooga_TN_Mayor_mayor_1,26631,2021,chattanooga city,Mayor,Tennessee,0,0.505216412689722,0.562444612732224,0.589840324085031,4,0,19.92790357102625,144094,47.5,52.5,64,32.7,7.3,3.1,18.481685566366398,11.878221143369176,none,0,0.552500449835659,1,0,0,1,NA,1
648354_2021_2_modesto_CA_Mayor_mayor_1,33760,2021,modesto city,Mayor,California,1,0.539128488285331,0.531079175447214,0.540530956714971,2,1,15.065165876777252,160462,49.2,50.8,75.9,6,42,9.4,21.03924916802732,11.985812433395495,none,0,0.5369128734825053,1,0,0,1,NA,1
908420_2021_11_bristol_CT_Mayor_mayor_1,13241,2021,bristol city,Mayor,Connecticut,0,0.610111200275135,0.494990297413964,0.527785363189514,11,1,4.478513707423911,47954,48.9,51.1,85.9,8.5,17.4,2.6,27.611878049797724,10.777997497061715,none,0,0.5442956202928709,1,0,0,1,NA,1
952000_2021_11_new haven_CT_Mayor_mayor_1,12621,2021,new haven city,Mayor,Connecticut,1,0.884686722460982,0.888301221508626,0.8538469058559,11,1,72.14516129032258,103943,46.7,53.3,46.4,37.2,30.3,5.9,12.14223180012122,11.551597950951376,none,0,0.8756116166085026,1,0,0,1,NA,1
